id,question,options,answer,level,subIndex,isPremium,blockId,createdAt,updatedAt
B20-M1,Order the code for BLOCK-20 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,1,True,BLOCK-20,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B20-M2,Order the code for BLOCK-20 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,2,True,BLOCK-20,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B20-S1,Order the code for BLOCK-20 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,1,True,BLOCK-20,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B20-S2,Order the code for BLOCK-20 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,2,True,BLOCK-20,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B21-E1,Order the code for BLOCK-21 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,1,False,BLOCK-21,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B21-E2,Order the code for BLOCK-21 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,2,False,BLOCK-21,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B21-M1,Order the code for BLOCK-21 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,1,True,BLOCK-21,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B21-M2,Order the code for BLOCK-21 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,2,True,BLOCK-21,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B21-S1,Order the code for BLOCK-21 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,1,True,BLOCK-21,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B21-S2,Order the code for BLOCK-21 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,2,True,BLOCK-21,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B22-E1,Order the code for BLOCK-22 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,1,False,BLOCK-22,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B22-E2,Order the code for BLOCK-22 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,2,False,BLOCK-22,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B22-M1,Order the code for BLOCK-22 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,1,True,BLOCK-22,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B22-M2,Order the code for BLOCK-22 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,2,True,BLOCK-22,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B22-S1,Order the code for BLOCK-22 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,1,True,BLOCK-22,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B22-S2,Order the code for BLOCK-22 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,2,True,BLOCK-22,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B23-E1,Order the code for BLOCK-23 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,1,False,BLOCK-23,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B23-E2,Order the code for BLOCK-23 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,2,False,BLOCK-23,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B23-M1,Order the code for BLOCK-23 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,1,True,BLOCK-23,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B23-M2,Order the code for BLOCK-23 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,2,True,BLOCK-23,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B23-S1,Order the code for BLOCK-23 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,1,True,BLOCK-23,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B23-S2,Order the code for BLOCK-23 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,2,True,BLOCK-23,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B24-E1,Order the code for BLOCK-24 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,1,False,BLOCK-24,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B24-E2,Order the code for BLOCK-24 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,2,False,BLOCK-24,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B24-M1,Order the code for BLOCK-24 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,1,True,BLOCK-24,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B24-M2,Order the code for BLOCK-24 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,2,True,BLOCK-24,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B24-S1,Order the code for BLOCK-24 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,1,True,BLOCK-24,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B24-S2,Order the code for BLOCK-24 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,2,True,BLOCK-24,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B25-E1,Order the code for BLOCK-25 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,1,False,BLOCK-25,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B25-E2,Order the code for BLOCK-25 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,2,False,BLOCK-25,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B25-M1,Order the code for BLOCK-25 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,1,True,BLOCK-25,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B25-M2,Order the code for BLOCK-25 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,2,True,BLOCK-25,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B25-S1,Order the code for BLOCK-25 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,1,True,BLOCK-25,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B25-S2,Order the code for BLOCK-25 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,2,True,BLOCK-25,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B26-E1,Order the code for BLOCK-26 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,1,False,BLOCK-26,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B26-E2,Order the code for BLOCK-26 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,2,False,BLOCK-26,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B26-M1,Order the code for BLOCK-26 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,1,True,BLOCK-26,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B26-M2,Order the code for BLOCK-26 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,2,True,BLOCK-26,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B26-S1,Order the code for BLOCK-26 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,1,True,BLOCK-26,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B26-S2,Order the code for BLOCK-26 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,2,True,BLOCK-26,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B27-E1,Order the code for BLOCK-27 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,1,False,BLOCK-27,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B27-E2,Order the code for BLOCK-27 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,2,False,BLOCK-27,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B27-M1,Order the code for BLOCK-27 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,1,True,BLOCK-27,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B27-M2,Order the code for BLOCK-27 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,2,True,BLOCK-27,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B27-S1,Order the code for BLOCK-27 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,1,True,BLOCK-27,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B27-S2,Order the code for BLOCK-27 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,2,True,BLOCK-27,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B28-E1,Order the code for BLOCK-28 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,1,False,BLOCK-28,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B28-E2,Order the code for BLOCK-28 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,2,False,BLOCK-28,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B28-M1,Order the code for BLOCK-28 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,1,True,BLOCK-28,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B28-M2,Order the code for BLOCK-28 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,2,True,BLOCK-28,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B28-S1,Order the code for BLOCK-28 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,1,True,BLOCK-28,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B28-S2,Order the code for BLOCK-28 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,2,True,BLOCK-28,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B29-E1,Order the code for BLOCK-29 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,1,False,BLOCK-29,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B29-E2,Order the code for BLOCK-29 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,2,False,BLOCK-29,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B29-M1,Order the code for BLOCK-29 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,1,True,BLOCK-29,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B29-M2,Order the code for BLOCK-29 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,2,True,BLOCK-29,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B29-S1,Order the code for BLOCK-29 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,1,True,BLOCK-29,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B29-S2,Order the code for BLOCK-29 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,2,True,BLOCK-29,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B30-E1,Order the code for BLOCK-30 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,1,False,BLOCK-30,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B30-E2,Order the code for BLOCK-30 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,2,False,BLOCK-30,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B30-M1,Order the code for BLOCK-30 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,1,True,BLOCK-30,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B30-M2,Order the code for BLOCK-30 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,2,True,BLOCK-30,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B30-S1,Order the code for BLOCK-30 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,1,True,BLOCK-30,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B30-S2,Order the code for BLOCK-30 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,2,True,BLOCK-30,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B31-E1,Order the code for BLOCK-31 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,1,False,BLOCK-31,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B31-E2,Order the code for BLOCK-31 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,2,False,BLOCK-31,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B31-M1,Order the code for BLOCK-31 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,1,True,BLOCK-31,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B31-M2,Order the code for BLOCK-31 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,2,True,BLOCK-31,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B31-S1,Order the code for BLOCK-31 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,1,True,BLOCK-31,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B31-S2,Order the code for BLOCK-31 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,2,True,BLOCK-31,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B32-E1,Order the code for BLOCK-32 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,1,False,BLOCK-32,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B32-E2,Order the code for BLOCK-32 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,2,False,BLOCK-32,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B32-M1,Order the code for BLOCK-32 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,1,True,BLOCK-32,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B32-M2,Order the code for BLOCK-32 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,2,True,BLOCK-32,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B32-S1,Order the code for BLOCK-32 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,1,True,BLOCK-32,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B32-S2,Order the code for BLOCK-32 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,2,True,BLOCK-32,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B33-E1,Order the code for BLOCK-33 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,1,False,BLOCK-33,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B33-E2,Order the code for BLOCK-33 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,2,False,BLOCK-33,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B33-M1,Order the code for BLOCK-33 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,1,True,BLOCK-33,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B33-M2,Order the code for BLOCK-33 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,2,True,BLOCK-33,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B33-S1,Order the code for BLOCK-33 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,1,True,BLOCK-33,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B33-S2,Order the code for BLOCK-33 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,2,True,BLOCK-33,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B34-E1,Order the code for BLOCK-34 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,1,False,BLOCK-34,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B34-E2,Order the code for BLOCK-34 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,2,False,BLOCK-34,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B34-M1,Order the code for BLOCK-34 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,1,True,BLOCK-34,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B34-M2,Order the code for BLOCK-34 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,2,True,BLOCK-34,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B34-S1,Order the code for BLOCK-34 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,1,True,BLOCK-34,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B34-S2,Order the code for BLOCK-34 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,2,True,BLOCK-34,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B35-E1,Order the code for BLOCK-35 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,1,False,BLOCK-35,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B35-E2,Order the code for BLOCK-35 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,2,False,BLOCK-35,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B35-M1,Order the code for BLOCK-35 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,1,True,BLOCK-35,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B35-M2,Order the code for BLOCK-35 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,2,True,BLOCK-35,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B35-S1,Order the code for BLOCK-35 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,1,True,BLOCK-35,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B35-S2,Order the code for BLOCK-35 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,2,True,BLOCK-35,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B36-E1,Order the code for BLOCK-36 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,1,False,BLOCK-36,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B36-E2,Order the code for BLOCK-36 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,2,False,BLOCK-36,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B36-M1,Order the code for BLOCK-36 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,1,True,BLOCK-36,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B36-M2,Order the code for BLOCK-36 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,2,True,BLOCK-36,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B36-S1,Order the code for BLOCK-36 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,1,True,BLOCK-36,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B36-S2,Order the code for BLOCK-36 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,2,True,BLOCK-36,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B37-E1,Order the code for BLOCK-37 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,1,False,BLOCK-37,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B37-E2,Order the code for BLOCK-37 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,2,False,BLOCK-37,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B37-M1,Order the code for BLOCK-37 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,1,True,BLOCK-37,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B37-M2,Order the code for BLOCK-37 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,2,True,BLOCK-37,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B37-S1,Order the code for BLOCK-37 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,1,True,BLOCK-37,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B37-S2,Order the code for BLOCK-37 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,2,True,BLOCK-37,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B38-E1,Order the code for BLOCK-38 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,1,False,BLOCK-38,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B38-E2,Order the code for BLOCK-38 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,2,False,BLOCK-38,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B38-M1,Order the code for BLOCK-38 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,1,True,BLOCK-38,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B38-M2,Order the code for BLOCK-38 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,2,True,BLOCK-38,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B38-S1,Order the code for BLOCK-38 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,1,True,BLOCK-38,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B38-S2,Order the code for BLOCK-38 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,2,True,BLOCK-38,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B39-E1,Order the code for BLOCK-39 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,1,False,BLOCK-39,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B39-E2,Order the code for BLOCK-39 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,2,False,BLOCK-39,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B39-M1,Order the code for BLOCK-39 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,1,True,BLOCK-39,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B39-M2,Order the code for BLOCK-39 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,2,True,BLOCK-39,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
